,id,host_id,comuna,latitude,longitude,bathrooms,bedrooms,beds,price,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,total_price,tipo,ingresos_25p,ingresos_50p,ingresos_75p,ingresos_100p
3768,20360815,114886240,Providencia,-33.42289,-70.60758,2,3,4.0,65014.0,20000.0,0,4,28,303,10,96.0,85014.0,3D+2B,670140.0,995210.0,1320280.0,1970420.0
3769,20363130,145243497,Santiago,-33.43787,-70.66259000000001,1,1,2.0,24799.0,5000.0,15,45,75,336,51,94.0,29799.0,1D+1B,252990.0,376985.0,500980.0,748970.0
3770,20377840,31337479,Santiago,-33.43444,-70.65396,1,1,2.0,32842.0,0.0,0,0,0,0,3,93.0,32842.0,1D+1B,328420.0,492630.0,656840.0,985260.0
3771,20378060,119479663,Providencia,-33.41877,-70.60268,1,1,5.0,87132.0,20000.0,30,60,90,365,4,80.0,107132.0,1D+1B,891320.0,1326980.0,1762640.0,2633960.0
3772,20386544,127253951,Ñuñoa,-33.45183,-70.6151,2,2,4.0,45577.0,20000.0,12,42,72,152,9,100.0,65577.0,2D+2B,475770.0,703655.0,931540.0,1387310.0
3773,20406124,138573977,Las Condes,-33.40094000000001,-70.5729,2,2,5.0,68365.0,20000.0,14,42,72,347,19,94.0,88365.0,2D+2B,703650.0,1045475.0,1387300.0,2070950.0
3774,20408898,31859999,Santiago,-33.44342,-70.65834,1,1,1.0,68365.0,15000.0,30,60,90,365,11,92.0,83365.0,1D+1B,698650.0,1040475.0,1382300.0,2065950.0
3775,20410480,32000775,Las Condes,-33.41443,-70.59484,2,2,3.0,75068.0,25000.0,1,31,61,333,53,97.0,100068.0,2D+2B,775680.0,1151020.0,1526360.0,2277040.0
3777,20411662,95975839,Ñuñoa,-33.45176,-70.62999,1,1,1.0,13405.0,0.0,27,57,87,87,1,100.0,13405.0,1D+1B,134050.0,201075.0,268100.0,402150.0
3778,20413803,140127790,Las Condes,-33.41033,-70.57141,1,1,1.0,53620.0,27480.0,23,53,83,93,2,100.0,81100.0,1D+1B,563680.0,831780.0,1099880.0,1636080.0
3783,20425980,142708916,Santiago,-33.4474,-70.65339,1,2,4.0,32172.0,12000.0,14,44,74,348,4,90.0,44172.0,2D+1B,333720.0,494580.0,655440.0,977160.0
3786,20440483,129601523,Santiago,-33.46697,-70.63059,1,2,3.0,31502.0,0.0,9,39,69,344,56,96.0,31502.0,2D+1B,315020.0,472530.0,630040.0,945060.0
3787,20449836,145964563,Santiago,-33.4477,-70.65383,2,2,3.0,34853.0,0.0,15,39,68,239,71,97.0,34853.0,2D+2B,348530.0,522795.0,697060.0,1045590.0
3788,20454589,86415829,Las Condes,-33.40435,-70.58509000000001,2,3,5.0,79760.0,35000.0,0,0,0,0,6,87.0,114760.0,3D+2B,832600.0,1231400.0,1630200.0,2427800.0
3789,20456500,127625729,Providencia,-33.42912,-70.61882,2,2,3.0,60322.0,0.0,27,57,87,87,2,100.0,60322.0,2D+2B,603220.0,904830.0,1206440.0,1809660.0
3790,20457908,114427694,Santiago,-33.4428,-70.66335,1,1,1.0,24129.0,0.0,13,43,73,73,29,96.0,24129.0,1D+1B,241290.0,361935.0,482580.0,723870.0
3791,20458444,122427809,Las Condes,-33.41636,-70.60266,1,1,1.0,22788.0,19712.0,0,0,0,0,2,100.0,42500.0,1D+1B,247592.0,361532.0,475472.0,703352.0
3792,20458511,35206698,Santiago,-33.44789,-70.64409,1,1,2.0,32172.0,0.0,27,57,87,357,7,100.0,32172.0,1D+1B,321720.0,482580.0,643440.0,965160.0
3793,20473780,146165672,Santiago,-33.43343,-70.6589,1,1,2.0,24799.0,0.0,12,42,72,347,8,88.0,24799.0,1D+1B,247990.0,371985.0,495980.0,743970.0
3794,20481389,146211859,Las Condes,-33.42425,-70.58811999999999,1,1,2.0,40215.0,15000.0,0,0,0,0,2,100.0,55215.0,1D+1B,417150.0,618225.0,819300.0,1221450.0
3795,20483474,146229916,Santiago,-33.44959,-70.64435999999999,1,2,2.0,24799.0,15000.0,4,8,23,72,47,97.0,39799.0,2D+1B,262990.0,386985.0,510980.0,758970.0
3796,20483609,101060868,Santiago,-33.4606,-70.65395,1,1,1.0,28150.0,0.0,19,49,79,343,18,86.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
3798,20496854,50783787,Providencia,-33.42625,-70.60613000000001,1,1,2.0,60322.0,10000.0,2,10,13,268,77,95.0,70322.0,1D+1B,613220.0,914830.0,1216440.0,1819660.0
3799,20502936,29886316,Providencia,-33.4347,-70.58698000000001,2,3,3.0,49598.0,23459.0,10,40,64,105,14,93.0,73057.0,3D+2B,519439.0,767429.0,1015419.0,1511399.0
3803,20524658,146535973,Providencia,-33.43975,-70.6099,1,1,2.0,24799.0,35000.0,0,0,0,0,2,100.0,59799.0,1D+1B,282990.0,406985.0,530980.0,778970.0
3804,20538704,886519,Providencia,-33.42477,-70.61643000000001,1,1,1.0,34853.0,17000.0,11,40,70,345,45,94.0,51853.0,1D+1B,365530.0,539795.0,714060.0,1062590.0
3805,20539083,21296525,Santiago,-33.45425,-70.65491,1,1,2.0,20107.0,0.0,0,0,0,0,1,100.0,20107.0,1D+1B,201070.0,301605.0,402140.0,603210.0
3806,20542332,146677623,Las Condes,-33.4103,-70.57899,2,2,3.0,44236.0,25000.0,26,56,86,361,24,98.0,69236.0,2D+2B,467360.0,688540.0,909720.0,1352080.0
3807,20554415,146789094,Recoleta,-33.43286,-70.6421,1,1,1.0,22788.0,0.0,0,0,0,0,18,99.0,22788.0,1D+1B,227880.0,341820.0,455760.0,683640.0
3808,20566366,54546898,Providencia,-33.43376,-70.62727,1,1,1.0,40215.0,15000.0,0,0,0,0,19,99.0,55215.0,1D+1B,417150.0,618225.0,819300.0,1221450.0
3809,20569596,139930945,Santiago,-33.44921,-70.64097,1,1,2.0,30161.0,0.0,0,13,43,43,12,93.0,30161.0,1D+1B,301610.0,452415.0,603220.0,904830.0
3810,20572071,146949488,Las Condes,-33.41149,-70.59184,2,2,1.0,79760.0,35000.0,13,43,73,91,9,96.0,114760.0,2D+2B,832600.0,1231400.0,1630200.0,2427800.0
3811,20573170,23309150,Las Condes,-33.40539,-70.56449,1,1,1.0,38204.0,12000.0,18,39,69,343,59,96.0,50204.0,1D+1B,394040.0,585060.0,776080.0,1158120.0
3813,20586214,147076026,Providencia,-33.42306,-70.60694000000001,1,1,1.0,40215.0,0.0,13,43,73,73,15,94.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
3814,20597957,147091347,Santiago,-33.45085,-70.64318,1,2,2.0,20778.0,10000.0,12,42,72,162,22,95.0,30778.0,2D+1B,217780.0,321670.0,425560.0,633340.0
3815,20602011,5550648,Santiago,-33.44522,-70.63434000000001,2,2,2.0,23459.0,32842.0,19,49,79,354,56,98.0,56301.0,2D+2B,267432.0,384727.0,502022.0,736612.0
3816,20602909,39039845,Santiago,-33.43445,-70.65456,1,1,2.0,37534.0,21448.0,13,42,72,334,1,100.0,58982.0,1D+1B,396788.0,584458.0,772128.0,1147468.0
3818,20603611,147242001,Vitacura,-33.39836,-70.57424,1,1,2.0,40215.0,35000.0,14,39,57,57,25,98.0,75215.0,1D+1B,437150.0,638225.0,839300.0,1241450.0
3819,20604794,96700313,Las Condes,-33.41707,-70.60348,1,1,3.0,45577.0,19000.0,9,20,43,259,75,98.0,64577.0,1D+1B,474770.0,702655.0,930540.0,1386310.0
3820,20605415,107181543,Santiago,-33.43888,-70.64301,2,2,4.0,36193.0,25000.0,0,0,0,0,5,95.0,61193.0,2D+2B,386930.0,567895.0,748860.0,1110790.0
3821,20617144,147366437,Providencia,-33.44622,-70.62315,1,2,2.0,24799.0,0.0,8,38,68,68,5,85.0,24799.0,2D+1B,247990.0,371985.0,495980.0,743970.0
3822,20621346,124139251,Santiago,-33.43701,-70.64488,1,1,1.0,28821.0,10000.0,12,42,72,162,72,94.0,38821.0,1D+1B,298210.0,442315.0,586420.0,874630.0
3823,20622156,32967568,Las Condes,-33.41709,-70.60316999999999,1,2,3.0,31502.0,30000.0,15,38,56,56,23,95.0,61502.0,2D+1B,345020.0,502530.0,660040.0,975060.0
3825,20623615,1304809,Providencia,-33.42929,-70.59836999999999,2,2,4.0,38204.0,25000.0,30,60,90,365,43,99.0,63204.0,2D+2B,407040.0,598060.0,789080.0,1171120.0
3826,20623878,135140093,Santiago,-33.4475,-70.65307,1,1,1.0,30161.0,0.0,27,57,87,362,41,93.0,30161.0,1D+1B,301610.0,452415.0,603220.0,904830.0
3827,20631401,136635094,Santiago,-33.43828,-70.65805,2,2,3.0,32172.0,0.0,6,13,25,49,49,100.0,32172.0,2D+2B,321720.0,482580.0,643440.0,965160.0
3828,20636223,147543672,Providencia,-33.42598,-70.61547,1,1,1.0,39545.0,0.0,25,55,85,360,3,100.0,39545.0,1D+1B,395450.0,593175.0,790900.0,1186350.0
3829,20639909,50190637,Las Condes,-33.41103,-70.58866,1,1,2.0,32842.0,19437.0,0,13,43,318,14,99.0,52279.0,1D+1B,347857.0,512067.0,676277.0,1004697.0
3833,20651801,20931956,Santiago,-33.4456,-70.64093000000001,1,1,1.0,40215.0,36864.0,30,60,90,365,2,100.0,77079.0,1D+1B,439014.0,640089.0,841164.0,1243314.0
3834,20652657,20347586,Providencia,-33.44021,-70.60072,1,1,1.0,40215.0,30000.0,7,37,67,342,5,88.0,70215.0,1D+1B,432150.0,633225.0,834300.0,1236450.0
3835,20653001,147543672,Providencia,-33.4256,-70.61628,1,1,2.0,46247.0,0.0,23,50,80,355,1,80.0,46247.0,1D+1B,462470.0,693705.0,924940.0,1387410.0
3836,20665070,21257123,Las Condes,-33.40785,-70.57441999999999,2,2,3.0,48928.0,25000.0,17,42,72,347,61,98.0,73928.0,2D+2B,514280.0,758920.0,1003560.0,1492840.0
3837,20666402,147181864,Santiago,-33.43609,-70.65645,1,1,1.0,26140.0,18000.0,9,34,64,64,38,94.0,44140.0,1D+1B,279400.0,410100.0,540800.0,802200.0
3838,20667930,269907,Santiago,-33.45011,-70.64086999999999,1,1,1.0,30161.0,25000.0,30,60,90,365,2,100.0,55161.0,1D+1B,326610.0,477415.0,628220.0,929830.0
3839,20669913,97036108,Providencia,-33.44134,-70.62198000000001,2,2,3.0,54960.0,24799.0,0,0,0,104,33,97.0,79759.0,2D+2B,574399.0,849199.0,1123999.0,1673599.0
3840,20672491,7167270,Providencia,-33.42874,-70.62069,1,1,2.0,30161.0,0.0,0,0,0,0,17,99.0,30161.0,1D+1B,301610.0,452415.0,603220.0,904830.0
3841,20677205,147954303,Las Condes,-33.41957,-70.57092,2,2,4.0,44907.0,30000.0,0,1,3,269,10,98.0,74907.0,2D+2B,479070.0,703605.0,928140.0,1377210.0
3842,20679177,122054239,Providencia,-33.42486,-70.61116,1,1,2.0,32172.0,12000.0,18,47,77,344,25,95.0,44172.0,1D+1B,333720.0,494580.0,655440.0,977160.0
3843,20679393,21490519,Santiago,-33.43658,-70.64631999999999,1,1,1.0,26810.0,20107.0,17,42,72,347,84,97.0,46917.0,1D+1B,288207.0,422257.0,556307.0,824407.0
3844,20679784,131830271,Santiago,-33.45261,-70.63391,2,2,2.0,24799.0,0.0,7,37,67,342,23,97.0,24799.0,2D+2B,247990.0,371985.0,495980.0,743970.0
3845,20680543,147992388,Santiago,-33.44232,-70.65890999999999,1,1,2.0,34853.0,18900.0,11,31,55,282,57,97.0,53753.0,1D+1B,367430.0,541695.0,715960.0,1064490.0
3846,20685340,73452097,Providencia,-33.43388,-70.62827,2,2,3.0,44907.0,12000.0,20,45,75,329,16,96.0,56907.0,2D+2B,461070.0,685605.0,910140.0,1359210.0
3847,20686094,145892218,Providencia,-33.43223,-70.61962,2,2,3.0,60322.0,0.0,12,42,72,347,17,98.0,60322.0,2D+2B,603220.0,904830.0,1206440.0,1809660.0
3848,20688961,87542539,Providencia,-33.42385,-70.61131,1,1,2.0,34853.0,0.0,19,48,78,337,54,98.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
3849,20689820,5550648,Santiago,-33.44601,-70.63535999999999,2,2,2.0,23459.0,32842.0,15,45,75,350,52,97.0,56301.0,2D+2B,267432.0,384727.0,502022.0,736612.0
3850,20692274,147543672,Las Condes,-33.40516,-70.55805,1,1,1.0,39545.0,0.0,0,0,0,0,1,100.0,39545.0,1D+1B,395450.0,593175.0,790900.0,1186350.0
3851,20692968,5550648,Santiago,-33.44467,-70.63535999999999,2,2,2.0,23459.0,32842.0,6,34,64,339,53,97.0,56301.0,2D+2B,267432.0,384727.0,502022.0,736612.0
3854,20705099,5550648,Santiago,-33.4468,-70.63508,2,2,2.0,23459.0,32842.0,16,46,76,351,55,98.0,56301.0,2D+2B,267432.0,384727.0,502022.0,736612.0
3855,20705665,94378280,Las Condes,-33.40043,-70.57373,1,1,4.0,47588.0,15000.0,0,13,43,299,1,100.0,62588.0,1D+1B,490880.0,728820.0,966760.0,1442640.0
3856,20709292,36871111,Santiago,-33.44648,-70.6347,2,2,2.0,47588.0,0.0,21,51,81,171,4,100.0,47588.0,2D+2B,475880.0,713820.0,951760.0,1427640.0
3860,20713049,50638415,Providencia,-33.43712,-70.6063,2,2,4.0,44907.0,15000.0,0,0,0,0,4,100.0,59907.0,2D+2B,464070.0,688605.0,913140.0,1362210.0
3861,20725087,148408609,Providencia,-33.42827,-70.61746,2,2,3.0,42226.0,0.0,0,0,0,73,14,97.0,42226.0,2D+2B,422260.0,633390.0,844520.0,1266780.0
3862,20725887,86874435,Santiago,-33.43626,-70.64358,1,2,2.0,40215.0,15000.0,0,0,0,0,10,100.0,55215.0,2D+1B,417150.0,618225.0,819300.0,1221450.0
3863,20727095,148423171,Santiago,-33.44836,-70.65005,1,2,4.0,33512.0,20000.0,7,7,7,7,54,93.0,53512.0,2D+1B,355120.0,522680.0,690240.0,1025360.0
3865,20730167,148454749,Santiago,-33.4555,-70.63271,2,2,3.0,28150.0,20000.0,0,0,0,6,19,100.0,48150.0,2D+2B,301500.0,442250.0,583000.0,864500.0
3866,20732329,45691007,Providencia,-33.42338,-70.61074,2,2,4.0,54960.0,15000.0,0,0,0,0,58,91.0,69960.0,2D+2B,564600.0,839400.0,1114200.0,1663800.0
3867,20732675,32967568,Santiago,-33.44865,-70.65426,2,2,2.0,24799.0,30000.0,17,27,27,27,22,96.0,54799.0,2D+2B,277990.0,401985.0,525980.0,773970.0
3869,20740823,33156714,Las Condes,-33.41577,-70.5883,2,2,3.0,109921.0,25000.0,29,59,89,364,4,100.0,134921.0,2D+2B,1124210.0,1673815.0,2223420.0,3322630.0
3870,20743907,147181864,Santiago,-33.43559,-70.6569,1,1,1.0,24799.0,18000.0,16,46,76,76,26,86.0,42799.0,1D+1B,265990.0,389985.0,513980.0,761970.0
3871,20744770,78078749,Providencia,-33.42097,-70.61175,1,1,1.0,24129.0,0.0,17,43,73,163,104,97.0,24129.0,1D+1B,241290.0,361935.0,482580.0,723870.0
3874,20758128,28472739,Providencia,-33.42552,-70.61503,1,1,2.0,44236.0,0.0,14,35,65,65,26,89.0,44236.0,1D+1B,442360.0,663540.0,884720.0,1327080.0
3875,20760341,148599214,Las Condes,-33.41494,-70.59958,1,1,2.0,58312.0,10000.0,30,60,90,180,1,100.0,68312.0,1D+1B,593120.0,884680.0,1176240.0,1759360.0
3877,20762697,127625729,Providencia,-33.42927,-70.62066999999999,1,1,1.0,38874.0,0.0,29,59,89,364,1,100.0,38874.0,1D+1B,388740.0,583110.0,777480.0,1166220.0
3878,20768536,147722784,Ñuñoa,-33.45248,-70.6256,1,1,1.0,34853.0,20000.0,14,44,74,164,9,93.0,54853.0,1D+1B,368530.0,542795.0,717060.0,1065590.0
3879,20771504,140289485,Las Condes,-33.39893,-70.57392,2,2,3.0,42226.0,17000.0,0,0,0,0,3,80.0,59226.0,2D+2B,439260.0,650390.0,861520.0,1283780.0
3883,20784847,65130016,Las Condes,-33.38854,-70.5396,2,3,4.0,62333.0,27800.0,7,32,62,152,23,93.0,90133.0,3D+2B,651130.0,962795.0,1274460.0,1897790.0
3884,20785971,48612822,Santiago,-33.46365,-70.65073000000001,1,1,2.0,18767.0,20000.0,0,0,0,41,10,94.0,38767.0,1D+1B,207670.0,301505.0,395340.0,583010.0
3885,20786470,102130534,Las Condes,-33.41673,-70.60303,1,1,1.0,36864.0,10000.0,0,0,0,13,18,97.0,46864.0,1D+1B,378640.0,562960.0,747280.0,1115920.0
3886,20787281,38367840,Santiago,-33.437,-70.63637,1,2,3.0,44907.0,0.0,22,43,63,338,51,93.0,44907.0,2D+1B,449070.0,673605.0,898140.0,1347210.0
3887,20793537,68420595,Santiago,-33.45136,-70.64067,1,1,1.0,20107.0,25000.0,13,43,73,253,13,95.0,45107.0,1D+1B,226070.0,326605.0,427140.0,628210.0
3888,20794895,26950725,Santiago,-33.43868,-70.64645,1,1,2.0,26140.0,0.0,0,10,34,71,61,96.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
3889,20796183,148707789,Santiago,-33.43683,-70.63917,1,1,1.0,28150.0,0.0,28,58,88,363,1,60.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
3890,20798602,41422159,Las Condes,-33.41577,-70.60314,1,1,2.0,40215.0,0.0,23,53,83,358,25,84.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
3891,20799284,2264314,Providencia,-33.441,-70.63048,1,1,1.0,18097.0,18000.0,0,0,17,17,9,90.0,36097.0,1D+1B,198970.0,289455.0,379940.0,560910.0
3893,20803199,120132610,Recoleta,-33.43065,-70.6382,1,1,1.0,32842.0,20000.0,2,10,21,241,84,98.0,52842.0,1D+1B,348420.0,512630.0,676840.0,1005260.0
3895,20803397,142097383,Providencia,-33.42981,-70.59581999999999,1,1,2.0,30161.0,22000.0,12,40,70,70,21,96.0,52161.0,1D+1B,323610.0,474415.0,625220.0,926830.0
3896,20803616,104707454,Santiago,-33.4507,-70.65783,2,3,4.0,50269.0,0.0,10,36,66,337,10,89.0,50269.0,3D+2B,502690.0,754035.0,1005380.0,1508070.0
3897,20803643,41422159,Las Condes,-33.41583,-70.60200999999999,1,2,3.0,54960.0,0.0,23,53,83,358,9,90.0,54960.0,2D+1B,549600.0,824400.0,1099200.0,1648800.0
3898,20807921,28786349,Santiago,-33.43869,-70.64374000000001,1,1,1.0,20107.0,0.0,0,0,0,0,1,100.0,20107.0,1D+1B,201070.0,301605.0,402140.0,603210.0
3904,20816736,149257701,Providencia,-33.42257,-70.61036,1,1,3.0,54960.0,25000.0,0,0,0,0,31,95.0,79960.0,1D+1B,574600.0,849400.0,1124200.0,1673800.0
3906,20819182,91245490,Santiago,-33.44959,-70.65502,2,2,3.0,34853.0,0.0,0,0,0,82,58,96.0,34853.0,2D+2B,348530.0,522795.0,697060.0,1045590.0
3907,20826022,141369794,Las Condes,-33.41229000000001,-70.59916,1,1,1.0,30161.0,10000.0,13,43,73,348,7,80.0,40161.0,1D+1B,311610.0,462415.0,613220.0,914830.0
3908,20830349,3040055,Providencia,-33.41807,-70.61114,2,3,5.0,80430.0,16756.0,0,0,0,0,19,92.0,97186.0,3D+2B,821056.0,1223206.0,1625356.0,2429656.0
3911,20848899,4869318,Ñuñoa,-33.44784,-70.61179,2,3,3.0,40215.0,0.0,0,0,0,0,2,100.0,40215.0,3D+2B,402150.0,603225.0,804300.0,1206450.0
3912,20849736,148314938,Santiago,-33.44291,-70.64634000000001,1,1,1.0,20778.0,9900.0,20,50,80,355,36,91.0,30678.0,1D+1B,217680.0,321570.0,425460.0,633240.0
3913,20850690,95726105,Santiago,-33.44611,-70.63844,2,2,4.0,39545.0,14990.0,27,57,87,201,25,94.0,54535.0,2D+2B,410440.0,608165.0,805890.0,1201340.0
3914,20850888,105519042,Santiago,-33.43905,-70.65547,1,1,1.0,28150.0,0.0,0,0,0,0,1,100.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
3916,20860260,149725443,Santiago,-33.44794,-70.63893,1,1,2.0,18767.0,6000.0,0,0,0,229,8,88.0,24767.0,1D+1B,193670.0,287505.0,381340.0,569010.0
3917,20861717,3915633,Santiago,-33.43939,-70.64139,1,2,2.0,44907.0,20000.0,10,40,70,160,12,88.0,64907.0,2D+1B,469070.0,693605.0,918140.0,1367210.0
3918,20863726,120922396,Santiago,-33.45361,-70.66572,1,1,2.0,22788.0,10000.0,16,46,76,327,30,96.0,32788.0,1D+1B,237880.0,351820.0,465760.0,693640.0
3922,20873066,137964046,Providencia,-33.4217,-70.60726,1,1,1.0,48258.0,0.0,18,43,73,348,3,100.0,48258.0,1D+1B,482580.0,723870.0,965160.0,1447740.0
3923,20874884,148996364,Providencia,-33.42112,-70.60779000000001,1,1,1.0,28150.0,24000.0,7,32,40,130,74,97.0,52150.0,1D+1B,305500.0,446250.0,587000.0,868500.0
3924,20874915,22249305,Santiago,-33.45214,-70.65541999999999,1,1,1.0,20778.0,13000.0,15,15,15,15,45,96.0,33778.0,1D+1B,220780.0,324670.0,428560.0,636340.0
3926,20875295,149887638,Santiago,-33.44978,-70.6458,1,1,1.0,18767.0,0.0,0,13,43,43,27,93.0,18767.0,1D+1B,187670.0,281505.0,375340.0,563010.0
3927,20875961,149895732,Santiago,-33.44669,-70.64905999999999,1,1,3.0,32842.0,5500.0,0,13,43,318,5,80.0,38342.0,1D+1B,333920.0,498130.0,662340.0,990760.0
3928,20880941,56107701,Las Condes,-33.42594,-70.5899,2,3,4.0,69706.0,0.0,16,46,76,166,26,92.0,69706.0,3D+2B,697060.0,1045590.0,1394120.0,2091180.0
3929,20884125,84582980,Santiago,-33.43602,-70.65673000000001,1,1,2.0,33512.0,6702.0,0,1,2,82,34,94.0,40214.0,1D+1B,341822.0,509382.0,676942.0,1012062.0
3931,20885338,150001624,Santiago,-33.45014,-70.65054,1,1,2.0,26810.0,0.0,5,5,5,5,3,100.0,26810.0,1D+1B,268100.0,402150.0,536200.0,804300.0
3932,20885743,110002080,Santiago,-33.44158,-70.64683000000001,1,1,5.0,33512.0,0.0,0,1,13,288,10,86.0,33512.0,1D+1B,335120.0,502680.0,670240.0,1005360.0
3933,20887138,150021903,Santiago,-33.44892,-70.64228,1,1,3.0,24799.0,15000.0,30,60,90,365,2,80.0,39799.0,1D+1B,262990.0,386985.0,510980.0,758970.0
3934,20887479,67254099,Santiago,-33.44748,-70.64546999999999,2,2,3.0,24799.0,24900.0,11,39,61,290,50,93.0,49699.0,2D+2B,272890.0,396885.0,520880.0,768870.0
3935,20887599,150025777,Las Condes,-33.41209,-70.5883,1,1,2.0,41555.0,35000.0,5,29,59,334,12,100.0,76555.0,1D+1B,450550.0,658325.0,866100.0,1281650.0
3936,20887709,24285305,Providencia,-33.44119,-70.62829,2,2,4.0,38204.0,25000.0,25,50,80,170,9,100.0,63204.0,2D+2B,407040.0,598060.0,789080.0,1171120.0
3937,20887939,115917798,Providencia,-33.43028,-70.59515999999999,1,1,1.0,32842.0,13405.0,0,0,0,0,5,96.0,46247.0,1D+1B,341825.0,506035.0,670245.0,998665.0
3939,20888432,142989535,Santiago,-33.44847,-70.65298,1,1,1.0,22118.0,3500.0,25,51,81,81,47,92.0,25618.0,1D+1B,224680.0,335270.0,445860.0,667040.0
3940,20888527,150036644,Santiago,-33.4633,-70.64729,2,2,5.0,46917.0,20000.0,14,38,68,336,10,100.0,66917.0,2D+2B,489170.0,723755.0,958340.0,1427510.0
3941,20888538,129034428,Providencia,-33.4207,-70.6082,1,1,1.0,34853.0,0.0,18,48,78,353,44,90.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
3942,20888605,150039717,Providencia,-33.44306,-70.63286,1,2,3.0,34853.0,20000.0,13,25,55,291,20,97.0,54853.0,2D+1B,368530.0,542795.0,717060.0,1065590.0
3943,20895240,115840553,Providencia,-33.43425,-70.62716999999999,1,1,1.0,27480.0,0.0,22,31,31,226,8,85.0,27480.0,1D+1B,274800.0,412200.0,549600.0,824400.0
3945,20898633,133485377,Santiago,-33.44404,-70.64313,1,1,1.0,12735.0,10000.0,0,0,0,0,2,100.0,22735.0,1D+1B,137350.0,201025.0,264700.0,392050.0
3946,20902035,150173707,Santiago,-33.45149,-70.66264,1,1,1.0,36864.0,10000.0,22,52,82,329,14,99.0,46864.0,1D+1B,378640.0,562960.0,747280.0,1115920.0
3947,20911638,140109830,Recoleta,-33.43469,-70.63736999999999,1,1,2.0,24129.0,15000.0,11,23,37,103,77,98.0,39129.0,1D+1B,256290.0,376935.0,497580.0,738870.0
3948,20913477,150293555,Providencia,-33.43268,-70.62376,1,1,1.0,34853.0,18000.0,6,8,20,295,33,95.0,52853.0,1D+1B,366530.0,540795.0,715060.0,1063590.0
3949,20913549,4193292,Las Condes,-33.40486,-70.55691999999999,2,2,4.0,60322.0,9000.0,4,4,4,138,16,89.0,69322.0,2D+2B,612220.0,913830.0,1215440.0,1818660.0
3951,20916584,150316502,Vitacura,-33.40574,-70.59619,2,2,2.0,30161.0,20000.0,17,47,77,213,10,98.0,50161.0,2D+2B,321610.0,472415.0,623220.0,924830.0
3953,20917291,148318464,Santiago,-33.43129,-70.66638,2,2,2.0,17426.0,5000.0,29,59,89,364,4,100.0,22426.0,2D+2B,179260.0,266390.0,353520.0,527780.0
3954,20918094,45310975,Providencia,-33.42797,-70.60821999999999,1,1,1.0,20107.0,0.0,0,0,0,0,3,100.0,20107.0,1D+1B,201070.0,301605.0,402140.0,603210.0
3955,20918318,5233463,Santiago,-33.44506,-70.64372,1,1,1.0,30831.0,0.0,19,44,74,242,31,98.0,30831.0,1D+1B,308310.0,462465.0,616620.0,924930.0
3959,20933736,20313912,Providencia,-33.42675,-70.60941,2,2,4.0,73727.0,26810.0,25,47,77,352,2,100.0,100537.0,2D+2B,764080.0,1132715.0,1501350.0,2238620.0
3960,20933925,149453112,Santiago,-33.44726,-70.65474,1,1,1.0,20107.0,0.0,13,43,73,163,10,96.0,20107.0,1D+1B,201070.0,301605.0,402140.0,603210.0
3961,20934187,150499285,Las Condes,-33.40432,-70.55685,1,1,2.0,44907.0,0.0,16,45,75,165,112,98.0,44907.0,1D+1B,449070.0,673605.0,898140.0,1347210.0
3962,20942641,35206698,Santiago,-33.44829,-70.65079,1,1,2.0,28150.0,0.0,25,55,85,360,57,89.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
3963,20943244,150585199,Estación Central,-33.45548,-70.70121,1,1,1.0,24799.0,0.0,4,26,35,272,49,97.0,24799.0,1D+1B,247990.0,371985.0,495980.0,743970.0
3964,20955160,18403602,Santiago,-33.44606,-70.64475999999999,2,2,3.0,34853.0,20000.0,12,42,72,321,23,96.0,54853.0,2D+2B,368530.0,542795.0,717060.0,1065590.0
3965,20957899,59191374,Providencia,-33.42717,-70.59099,2,2,3.0,44236.0,22118.0,0,0,0,0,5,100.0,66354.0,2D+2B,464478.0,685658.0,906838.0,1349198.0
3966,20960352,150762132,Santiago,-33.43739,-70.646,1,1,1.0,22788.0,25000.0,27,57,87,362,46,97.0,47788.0,1D+1B,252880.0,366820.0,480760.0,708640.0
3969,20982416,100413846,Santiago,-33.44975,-70.65587,1,1,2.0,28821.0,0.0,27,57,87,362,6,84.0,28821.0,1D+1B,288210.0,432315.0,576420.0,864630.0
3971,20997399,151154760,Santiago,-33.43562,-70.65387,1,1,1.0,34853.0,0.0,30,60,90,365,2,100.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
3972,20997516,10381147,Santiago,-33.43963,-70.64668,1,1,1.0,52950.0,33512.0,10,20,45,289,70,99.0,86462.0,1D+1B,563012.0,827762.0,1092512.0,1622012.0
3973,20999385,142708916,Santiago,-33.44851,-70.65288000000001,1,2,4.0,32172.0,12000.0,19,49,79,346,8,90.0,44172.0,2D+1B,333720.0,494580.0,655440.0,977160.0
